000000000019d6689c085ae165831e934ff763ae46a2a6c172b3f1b60a8ce26f,0,1231006505
00000000839a8e6886ab5951d76f411475428afc90947ee320161bbf18eb6048,1,1231469665
000000006a625f06636b8bb6ac7b960a8d03705d1ace08b1a19da3fdcc99ddbd,2,1231469744
0000000082b5015589a3fdf2d4baff403e6f0be035a5d9742c1cae6295464449,3,1231470173
000000004ebadb55ee9096c9a2f8880e09da59c0d68b1c228da88e48844a1485,4,1231470988
000000009b7262315dbf071787ad3656097b892abffd1f95a1a022f896f533fc,5,1231471428
000000003031a0e73735690c5a1ff2a4be82553b2a12b776fbd3a215dc8f778d,6,1231471789
0000000071966c2b1d065fd446b1e485b2c9d9594acd2007ccbd5441cfc89444,7,1231472369
00000000408c48f847aa786c2268fc3e6ec2af68e8468a34a28c61b7f1de0dc6,8,1231472743
000000008d9dc510f23c2657fc4f67bea30078cc05a90eb89e84cc475c080805,9,1231473279
000000002c05cc2e78923c34df87fd108b22221ac6076c18f3ade378a4d915e9,10,1231473952
0000000097be56d606cdd9c54b04d4747e957d3608abe69198c661f2add73073,11,1231474360
0000000027c2488e2510d1acf4369787784fa20ee084c258b58d9fbd43802b5e,12,1231474888
000000005c51de2031a895adc145ee2242e919a01c6d61fb222a54a54b4d3089,13,1231475020
0000000080f17a0c5a67f663a9bc9969eb37e81666d9321125f0e293656f8a37,14,1231475589
00000000b3322c8c3ef7d2cf6da009a776e6a99ee65ec5a32f3f345712238473,15,1231562746
00000000174a25bb399b009cc8deff1c4b3ea84df7e93affaaf60dc3416cc4f5,16,1231562758
000000003ff1d0d70147acfbef5d6a87460ff5bcfce807c2d5b6f0a66bfdf809,17,1231563791
000000008693e98cf893e4c85a446b410bb4dfa129bd1be582c09ed3f0261116,18,1231564334
00000000841cb802ca97cf20fb9470480cae9e5daa5d06b4a18ae2d5dd7f186f,19,1231564974
0000000067a97a2a37b8f190a17f0221e9c3f4fa824ddffdc2e205eae834c8d7,20,1231565995
000000006f016342d1275be946166cff975c8b27542de70a7113ac6d1ef3294f,21,1231566553
0000000098b58d427a10c860335a21c1a9a7639e96c3d6f1a03d8c8c885b5e3b,22,1231567467
000000000cd339982e556dfffa9de94744a4135c53eeef15b7bcc9bdeb9c2182,23,1231567611
00000000fc051fbbce89a487e811a5d4319d209785ea4f4b27fc83770d1e415f,24,1231568277
000000008e35a1d59ea1be8d76683662f47fd13c62a9e347ad5845a26f762026,25,1231568646
0000000041438e52d25bccab8798a92cabafdaad69a071d3d2a41718faf01098,26,1231570450
0000000071350772f98f84babf35502b33d42ee8466d3dde0f376c4120352081,27,1231570573
00000000bb0d9430d3d1bab474be5050342161efcca9f7e45b151bff9a700944,28,1231601457
00000000c57a1b6351208c592eef8eff015d93c899a047fe35b35252a4a59bcb,29,1231601503
00000000bc919cfb64f62de736d55cf79e3d535b474ace256b4fbb56073f64db,30,1231602122
000000009700ff3494f215c412cd8c0ceabf1deb0df03ce39bcfc223b769d3c4,31,1231602736
00000000e5cb7c6c273547b0c9421b01e23310ed83f934b96270f35a4d66f6e3,32,1231603171
00000000a87073ea3d7af299e02a434598b9c92094afa552e0711afcc0857962,33,1231603939
00000000a73fb23b6c42b18b3253ed29c5d0c80d84624efa12c2cf05c4b4318f,34,1231604338
00000000b572a465b4e816420d47a16274557b3573b7924b64808a82c7322d9b,35,1231605153
00000000f824d643f525b4904ea25c92174b8499435f388549a1700f4d3244de,36,1231605789
00000000ddd96d128e122d1179034ff66c27dc583eb9e8996a0b1779c60c6f86,37,1231606762
000000007c19ee8e924d3024d58efff50f872aadf256140bb1e3d62fea4fd6dd,38,1231607488
000000005665d506f6c3ccb5fd98624f9816a8a169f1d2327d1d4d6d3262ad12,39,1231607511
00000000b2f01f399bf503e55f25a1aa51067056d2eb81915cb91976968b69aa,40,1231608208
00000000ad2b48c7032b6d7d4f2e19e54d79b1c159f5599056492f2cd7bb528b,41,1231608903
00000000314e90489514c787d615cea50003af2023796ccdd085b6bcc1fa28f5,42,1231609153
00000000ac21f2862aaab177fd3c5c8b395de842f84d88c9cf3420b2d393e550,43,1231609477
000000002978eecde8d020f7f057083bc990002fff495121d7dc1c26d00c00f8,44,1231610361
000000009189006e461d2f4037a819d00217412ac01900ddbf09461100b836bb,45,1231611068
0000000002d5f429a2e3a9d9f82b777469696deb64038803c87833aa8ee9c08e,46,1231611793
000000001a5c4531f86aa874e711e1882038336e2610f70ce750cdd690c57a81,47,1231612888
0000000088960278f4060b8747027b2aac0eb443aedbb1b75d1a72cf71826e89,48,1231613140
00000000f067c09041ff0fcee3d91aeb7fbcc5654d3f766af2b4377aaee68d00,49,1231613802
0000000026f34d197f653c5e80cb805e40612eadb0f45d00d7ea4164a20faa33,50,1231614698
000000001c511e00d1e6825c912988a3695ab2758fdbb6c7ee58da1da4fb2d63,51,1231615503
00000000d6c655f23e71b4210ae3c5d931d76257093ab1e5ced88c52739296b5,52,1231616363
00000000fcde3f3306f4167634b51e24414900d7539cb4237f3f060cf26fba05,53,1231617190
000000004ee00fc37a68592cf22415b37e6618227249fe308d0703cca1dd745b,54,1231617386
0000000046438b8d5beb6c9efc503dfec538927d2584d2447538276e687a5283,55,1231618509
00000000f093cf2c5865f2bb851d5fa65ff1794b02fea4b0d90ff451e6e5d1c0,56,1231618848
000000004ff375707d7128dd2b080da4185727d534ea1b0aeac5877e00547391,57,1231619676
0000000075b4df54f33c4e60cf88c5dd6a6455f16f4fbe220ae81e157ce32ef1,58,1231620564
000000000f7171e53e5f037b70ae6a30d2fa6c1a9e019aa3dae242180baea54a,59,1231620928
00000000c47a58b89434bd7c7af8334b366f713330dfb89119d67d79424d2cdf,60,1231621959
000000002973d6cb9371b8db0fe6a16a98dfac07c0aa9207c1cfc967b35290c4,61,1231622445
0000000042fe934de30881dcecc5af1c80b5a083030e37d71806e7fc1e8ca02a,62,1231623224
00000000ebff91c88984bff39511f544a1c4ef6ec4f33e2ea531e47c2685628e,63,1231623880
0000000031975f17c5642a9c7e53ae4201a70a6ba6363036b55497b8754d1866,64,1231624107
00000000aae47d47b6ff5eda6abab09cd6720684b1368eac70ac4240b3c90250,65,1231624503
0000000063d334becd1f17db9b6ccf570805caeed92d37d3d67b48e3685e760d,66,1231625020
00000000cd9c854b176413d6d344d6238426539fe1525b9a88a06e5d8a2df72b,67,1231626072
00000000bfafa874eff9ea7ec32c26499bd2580718daa33fb5dd7710db2c814c,68,1231626618
00000000ddaccd89104a83b0a28e1987a88d8f51829029cb7e18630e2575e939,69,1231626979
00000000ba63ae2eeb3d2371708291b90507c3317ef957f6fcba3811cc4fe0cc,70,1231627646
000000007f7cbc93a93141bb69eb7fbfad9c4682cc328da097dbcb2b77bd1457,71,1231628459
0000000082c0abb2875dc690a243dce6cbc856647b6422abbe82f97a3a7b127a,72,1231629194
000000008ec9525cb2092c6bd7d1c2580e595bcfa54bac51cf6f0278b242f25d,73,1231630288
00000000ec989ed4909499b92e9d3eb900d75dd1fab455315916e3d45924d456,74,1231631189
00000000be64a31bc9c3c29ddfd5e45c81b6db279fee45b3a11cd7945109e54e,75,1231631822
000000005a512245f8e901241ce422afbd6b6f4c2d4bb582b763118614d57858,76,1231632554
00000000e7d28ee0e6238bd21775a007d5c4987967d2e99a527572dd30fa06ef,77,1231633184
00000000a2886c95400fd3b263b9920af80b118b28fee5d2a162a18e4d9d8b2f,78,1231635654
0000000086e318e8c348dad73199bb6fac8cc1effb9c872a7dda49c5caca0021,79,1231645607
00000000be62325a98e47d3306f275efe45d39d8cd5df28c795c96b8920ad48f,80,1231646077
000000007d076a5289751e363ecb01604355730e69de270f04f79d969ff1cf86,81,1231646456
00000000162222fadd114245e16d25f6d02acbf67865575dc6f64b57634b5153,82,1231647491
00000000ca15c30122dc65c33e8ec1f7ff2631ef9e2a1c36d8a399ca1705122b,83,1231648583
0000000095f5ee67aaade1dfa150b7ae38b3ff068936c9c95a7bb114b6ce8d4f,84,1231649497
00000000219949b3de1eae5447c00501812757885e65554fe5c51039ebe643d1,85,1231650483
00000000f1b3a6b39671e475b858bc6831db3ca57e8ecafa49a13c4d5b04fb53,86,1231650986
00000000a31b3785f0adc10975a4e3e356d133365c0aeab6e42240e17ac2e63c,87,1231651888
