0030800bdbc219ac7089af0798459a209446750f7322a212b496bdfe842184cd_0,0,50.0,pubkey
004ed5d4e3dbb1100299798bac8be35aad6e67035b227fd913e963f4e08c7da4_0,0,50.0,pubkey
008a45346f7056ddfc978d41bcc05540602d20bbfc8fec289175078652c161b0_0,0,50.0,pubkey
00ff9e64c9a2e7793e6f8c2b04072b4b22648cdedd46cd1c3ae3d6a23c8ec1eb_0,0,50.0,pubkey
01015f270c5c272d83f7b41b895ae548c797fb05be65479c8f5d7fce7c8fe6f6_0,0,50.0,pubkey
01fa154c187cd706072b9885c44b79339ed3acc1178b6c4bd2cf305305d30668_0,0,50.0,pubkey
0250a9caf09f36448089bc7900959817dff9501b6512110cbeae16fa50c5da1c_0,0,50.0,pubkey
02d66006ed338fadc068ab4f06af867d6512b8675fb9141d23143ce271052817_0,0,50.0,pubkey
030b9536f8212a2986f45e8eafb294a401f9e5eb1b410dae33309c8ceab70c11_0,0,50.0,pubkey
03754cb5d97171f404f7e298cd9a01933ec6581483757d79bebd4c226d962f35_0,0,50.0,pubkey
03879c45c753febae19949a033fe18d6ac998994e8fe012fc381e2558c5891cb_0,0,50.0,pubkey
03b397250f0709f7a1d38f5d3c65f179ef50f72c15072ba1fb92ec634c95f81c_0,0,50.0,pubkey
03c0e992ccfdba57aae234fd989552c6b6742c65a10b3f879959fdd19151232d_0,0,50.0,pubkey
03cb96900693a9de9ed63e9b40efa54d5717f8c94607c9c875f545a9f5517b05_0,0,50.0,pubkey
04256336e9287f3b46508888cf3539dc0ab2fc8803cbe9668749fd18fc5dee85_0,0,50.0,pubkey
0437cd7f8525ceed2324359c2d0ba26006d92d856a9c20fa0241106ee5a597c9_0,0,50.0,pubkey
04391286b3aefbb5df4cdb515ac7fce7942525fa602e1d7757e90a4fd41a1e20_0,0,50.0,pubkey
04580a0ceb45410a243fc3744126a293cde6cc4063723a6b6f269e2f83d68c0b_0,0,50.0,pubkey
04857418393e77f8060291bc2faaac30facefbfcd50f1f64df4e2dc2b5f57ecf_0,0,50.0,pubkey
04916fa6032abc23bef344520843a7079047361c31a1187a5a0fbb53bbdf77a8_0,0,50.0,pubkey
049fa60fe6206f36ceef739b5c1ef92b330a2c5a32da9e6e0f338133170662cc_0,0,50.0,pubkey
04a0d7c4a8c7a8a0598730f0ebcf0e7bae213576aa104da30d82ea38cc1b34e3_0,0,50.0,pubkey
0531b1aae949e997105507732ed7c76eae5c9ea987d7a4f7c45e7a28c36cab28_0,0,50.0,pubkey
053664b11b14df95e7e183450cb594fe6c3348e3981c183a0e5fb93da0da24fa_0,0,50.0,pubkey
060c1c42cd25e8e929d032236478d864a9245e19bed417c0a839b4ae831b83f7_0,0,50.0,pubkey
06271e4f803593c477b084788e9d98bd5e3a17389a107de4e2f7ef37afc30010_0,0,50.0,pubkey
065fab4aac42671a74eee036873d71fd209102b0e2c7a0bd5910e1a31d507c98_0,0,50.0,pubkey
0691617b74805f5ed8b035632972e8ec8871c0a001df458ed38f5f1d16865e26_0,0,50.0,pubkey
06c3a86183a526c1e1f4f3b743471ae08a642b5a0361f639f4f10b60b3a8932b_0,0,50.0,pubkey
06c465c460692fe059efe40671863885785ea3907704af2b8d893ba5aefd157f_0,0,50.0,pubkey
071221fdd1639bcb9b9d2aa9b6cce05e0511b69de862c13953261d6a6a462cb1_0,0,50.0,pubkey
0731f33cf07a2e5f749a2910c437a015968e1fc2ed79c95634829167db280c4f_0,0,50.0,pubkey
07444389d2c5d91451b42926116023871e0e6f90e910215a4a468a100330ea5d_0,0,50.0,pubkey
079cf9524b419b491cacc076423f18290f63f1e24ee67b87a92dddde82fc034f_0,0,50.0,pubkey
07b4b23fca39e9b263fd214d9274335231c3b025aa3d817860fc214a84365e88_0,0,50.0,pubkey
07e014b69ada903a5fa33f841dacaff680a5cf72f4eca8997484aa35270f1ed7_0,0,50.0,pubkey
07fba96c6d8a2d8782ffce6cf528a00097986da2c32535b47a276b52a20adffa_0,0,50.0,pubkey
083a5b93aa0dae570903ffb67451440c6efc9effd076ca9d7ec61499a7225b01_0,0,50.0,pubkey
08648614555595f23ea51c8c018777ac0601e328d7784e41a18408863d98500d_0,0,50.0,pubkey
09548672c43aa25def69fc7a7a0e1463ea7b671209ab1c0918e9fff9e1a2b4af_0,0,50.0,pubkey
09ac9b8760eba9199ab764c348395ea4eedcddb2c8dc9cfa5b70159e043f9520_0,0,50.0,pubkey
09e5c4a5a089928bbe368cd0f2b09abafb3ebf328cd0d262d06ec35bdda1077f_0,0,50.0,pubkey
0a4820413c11c1b9d28bff885a155da7ed1fcaf784d22f5b46796e2c4e83ace1_0,0,50.0,pubkey
0a6353fb131ec8102dce4356b979f99ae4a532bab929999970fe9b6478a2c228_0,0,50.0,pubkey
0aa75aafb5b4bacc5497f6402a6bc3307d2cb77ae977642b1e222b61fbb2510d_0,0,50.0,pubkey
0ae846d06e9d3c453c567e9381779717e9c8363fe96f67fd6d59e550be8909ac_0,0,50.0,pubkey
